shipment_id,order_id,carrier,tracking_number,ship_date,estimated_delivery,actual_delivery,status,delay_days
SHP-8983,ORD-5983,UPS Freight,TRK-26902822,2026-08-17,2026-08-20,2026-08-20,Delivered,0
SHP-8984,ORD-5984,Old Dominion,TRK-54467352,2026-09-13,2026-09-16,,In Transit,1
SHP-8985,ORD-5985,Apex Logistics,TRK-85436973,2026-08-05,2026-08-08,2026-08-08,Delivered,0
SHP-8986,ORD-5986,FedEx Freight,TRK-10004793,2026-09-11,2026-09-14,,In Transit,0
SHP-8987,ORD-5987,UPS Freight,TRK-77887931,2026-09-09,2026-09-12,,In Transit,0
SHP-8988,ORD-5988,UPS Freight,TRK-34701959,2026-08-27,2026-08-30,2026-08-30,Delivered,0
SHP-8989,ORD-5989,UPS Freight,TRK-29628855,2026-08-17,2026-08-20,2026-08-20,Delivered,0
SHP-8990,ORD-5990,Swift Transport,TRK-36890661,2026-08-03,2026-08-06,2026-08-06,Delivered,0
SHP-8991,ORD-5991,Old Dominion,TRK-99617131,2026-08-20,2026-08-23,2026-08-23,Delivered,0
SHP-8992,ORD-5992,UPS Freight,TRK-29886575,2026-08-27,2026-08-30,2026-08-30,Delivered,0
SHP-8993,ORD-5993,FedEx Freight,TRK-87918501,2026-08-20,2026-08-23,2026-08-23,Delivered,0
SHP-8994,ORD-5994,Old Dominion,TRK-77194545,2026-08-04,2026-08-07,2026-08-07,Delivered,0
SHP-8995,ORD-5995,Apex Logistics,TRK-57226789,2026-09-04,2026-09-07,2026-09-07,Delivered,0
SHP-8996,ORD-5996,UPS Freight,TRK-91314709,2026-09-07,2026-09-10,2026-09-10,Delivered,0
SHP-8997,ORD-5997,Swift Transport,TRK-92876094,2026-08-13,2026-08-16,2026-08-16,Delivered,0
SHP-8998,ORD-5998,UPS Freight,TRK-53440826,2026-08-03,2026-08-06,2026-08-06,Delivered,0
SHP-8999,ORD-5999,Swift Transport,TRK-43619373,2026-08-17,2026-08-20,2026-08-20,Delivered,0
SHP-9000,ORD-6000,Apex Logistics,TRK-95549812,2026-08-04,2026-08-07,2026-08-07,Delivered,0
SHP-9001,ORD-6001,Swift Transport,TRK-35809507,2026-08-14,2026-08-17,2026-08-17,Delivered,0
SHP-9002,ORD-6002,FedEx Freight,TRK-64764506,2026-09-11,2026-09-14,,In Transit,1
SHP-9003,ORD-6003,Swift Transport,TRK-73583349,2026-09-05,2026-09-08,2026-09-08,Delivered,0
SHP-9004,ORD-6004,UPS Freight,TRK-19511690,2026-08-24,2026-08-27,2026-08-27,Delivered,0
SHP-9005,ORD-6005,Swift Transport,TRK-54415303,2026-08-07,2026-08-10,2026-08-10,Delivered,0
SHP-9006,ORD-6006,Swift Transport,TRK-92040231,2026-08-20,2026-08-23,2026-08-23,Delivered,0
SHP-9007,ORD-6007,FedEx Freight,TRK-88218402,2026-08-21,2026-08-24,2026-08-24,Delivered,0
SHP-9008,ORD-6008,UPS Freight,TRK-45014869,2026-08-18,2026-08-21,2026-08-21,Delivered,0
SHP-9009,ORD-6009,FedEx Freight,TRK-41624005,2026-08-23,2026-08-26,2026-08-26,Delivered,0
SHP-9010,ORD-6010,UPS Freight,TRK-90282015,2026-08-06,2026-08-09,2026-08-09,Delivered,0
SHP-9011,ORD-6011,UPS Freight,TRK-78129491,2026-08-10,2026-08-13,2026-08-13,Delivered,0
SHP-9012,ORD-6012,Swift Transport,TRK-60920647,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-9013,ORD-6013,Apex Logistics,TRK-25513314,2026-08-03,2026-08-06,2026-08-06,Delivered,0
SHP-9014,ORD-6014,Swift Transport,TRK-40484320,2026-09-10,2026-09-13,,In Transit,0
SHP-9015,ORD-6015,Apex Logistics,TRK-17634795,2026-09-05,2026-09-08,2026-09-08,Delivered,0
SHP-9016,ORD-6016,Apex Logistics,TRK-91352565,2026-08-05,2026-08-08,2026-08-08,Delivered,0
SHP-9017,ORD-6017,Swift Transport,TRK-37630190,2026-08-09,2026-08-12,2026-08-12,Delivered,0
SHP-9018,ORD-6018,Swift Transport,TRK-77571298,2026-08-24,2026-08-27,2026-08-27,Delivered,0
SHP-9019,ORD-6019,Old Dominion,TRK-84217795,2026-08-05,2026-08-08,2026-08-08,Delivered,0
SHP-9020,ORD-6020,Apex Logistics,TRK-76962229,2026-08-11,2026-08-14,2026-08-19,Delayed,5
SHP-9021,ORD-6021,FedEx Freight,TRK-61350116,2026-09-08,2026-09-11,2026-09-11,Delivered,0
SHP-9022,ORD-6022,UPS Freight,TRK-81469858,2026-08-30,2026-09-02,2026-09-02,Delivered,0
SHP-9023,ORD-6023,Swift Transport,TRK-45236547,2026-09-13,2026-09-16,,In Transit,1
SHP-9024,ORD-6024,Swift Transport,TRK-68260695,2026-09-08,2026-09-11,2026-09-11,Delivered,0
SHP-9025,ORD-6025,Old Dominion,TRK-81774457,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-9026,ORD-6026,FedEx Freight,TRK-47674933,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-9027,ORD-6027,UPS Freight,TRK-15181637,2026-08-19,2026-08-22,2026-08-22,Delivered,0
SHP-9028,ORD-6028,Swift Transport,TRK-98687917,2026-08-19,2026-08-22,2026-08-22,Delivered,0
SHP-9029,ORD-6029,Swift Transport,TRK-39238325,2026-08-18,2026-08-21,2026-08-21,Delivered,0
SHP-9030,ORD-6030,Swift Transport,TRK-52147927,2026-08-05,2026-08-08,2026-08-08,Delivered,0
SHP-9031,ORD-6031,Swift Transport,TRK-98043897,2026-08-18,2026-08-21,2026-08-21,Delivered,0
SHP-9032,ORD-6032,Swift Transport,TRK-69097257,2026-08-16,2026-08-19,2026-08-19,Delivered,0
SHP-9033,ORD-6033,FedEx Freight,TRK-57423826,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-9034,ORD-6034,UPS Freight,TRK-25191106,2026-08-04,2026-08-07,2026-08-07,Delivered,0
SHP-9035,ORD-6035,Old Dominion,TRK-91465696,2026-08-15,2026-08-18,2026-08-18,Delivered,0
SHP-9036,ORD-6036,Old Dominion,TRK-30141148,2026-08-25,2026-08-28,2026-08-28,Delivered,0
SHP-9037,ORD-6037,Old Dominion,TRK-78557897,2026-09-08,2026-09-11,2026-09-11,Delivered,0
SHP-9038,ORD-6038,FedEx Freight,TRK-20376565,2026-09-03,2026-09-06,2026-09-06,Delivered,0
SHP-9039,ORD-6039,Swift Transport,TRK-79838315,2026-08-16,2026-08-19,2026-08-19,Delivered,0
SHP-9040,ORD-6040,Apex Logistics,TRK-58582114,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-9041,ORD-6041,UPS Freight,TRK-58570867,2026-08-31,2026-09-03,2026-09-03,Delivered,0
SHP-9042,ORD-6042,UPS Freight,TRK-91231063,2026-08-24,2026-08-27,2026-08-27,Delivered,0
SHP-9043,ORD-6043,UPS Freight,TRK-88484532,2026-08-30,2026-09-02,2026-09-02,Delivered,0
SHP-9044,ORD-6044,UPS Freight,TRK-77783433,2026-08-10,2026-08-13,2026-08-13,Delivered,0
SHP-9045,ORD-6045,Old Dominion,TRK-23555369,2026-09-11,2026-09-14,,In Transit,1
SHP-9046,ORD-6046,Apex Logistics,TRK-79108317,2026-08-04,2026-08-07,2026-08-07,Delivered,0
SHP-9047,ORD-6047,Old Dominion,TRK-25975888,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-9048,ORD-6048,Old Dominion,TRK-70249712,2026-08-23,2026-08-26,2026-08-26,Delivered,0
SHP-9049,ORD-6049,Swift Transport,TRK-78367019,2026-08-28,2026-08-31,2026-08-31,Delivered,0
SHP-9050,ORD-6050,Swift Transport,TRK-47486955,2026-08-11,2026-08-14,2026-08-14,Delivered,0
SHP-9051,ORD-6051,Swift Transport,TRK-87823224,2026-09-02,2026-09-05,2026-09-05,Delivered,0
SHP-9052,ORD-6052,Apex Logistics,TRK-67785785,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-9053,ORD-6053,Old Dominion,TRK-75315141,2026-08-19,2026-08-22,2026-08-22,Delivered,0
SHP-9054,ORD-6054,FedEx Freight,TRK-37762012,2026-08-16,2026-08-19,2026-08-19,Delivered,0
SHP-9055,ORD-6055,Swift Transport,TRK-82197852,2026-09-03,2026-09-06,2026-09-06,Delivered,0
SHP-9056,ORD-6056,Apex Logistics,TRK-70914632,2026-08-14,2026-08-17,2026-08-17,Delivered,0
SHP-9057,ORD-6057,FedEx Freight,TRK-39855629,2026-08-09,2026-08-12,2026-08-12,Delivered,0
SHP-9058,ORD-6058,Old Dominion,TRK-15148168,2026-09-03,2026-09-06,2026-09-06,Delivered,0
SHP-9059,ORD-6059,Apex Logistics,TRK-88697675,2026-08-08,2026-08-11,2026-08-11,Delivered,0
SHP-9060,ORD-6060,FedEx Freight,TRK-79297448,2026-08-14,2026-08-17,2026-08-17,Delivered,0
SHP-9061,ORD-6061,Old Dominion,TRK-92326231,2026-08-06,2026-08-09,2026-08-09,Delivered,0
SHP-9062,ORD-6062,UPS Freight,TRK-75796479,2026-08-17,2026-08-20,2026-08-20,Delivered,0
SHP-9063,ORD-6063,UPS Freight,TRK-53674052,2026-09-11,2026-09-14,,In Transit,1
SHP-9064,ORD-6064,FedEx Freight,TRK-63430642,2026-09-13,2026-09-16,,In Transit,1
SHP-9065,ORD-6065,UPS Freight,TRK-18160875,2026-08-10,2026-08-13,2026-08-13,Delivered,0
SHP-9066,ORD-6066,Apex Logistics,TRK-55612761,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-9067,ORD-6067,Swift Transport,TRK-54249461,2026-08-04,2026-08-07,2026-08-07,Delivered,0
SHP-9068,ORD-6068,Apex Logistics,TRK-58599937,2026-08-03,2026-08-06,2026-08-06,Delivered,0
SHP-9069,ORD-6069,UPS Freight,TRK-38939368,2026-09-05,2026-09-08,2026-09-08,Delivered,0
SHP-9070,ORD-6070,FedEx Freight,TRK-77310099,2026-08-17,2026-08-20,2026-08-20,Delivered,0
SHP-9071,ORD-6071,Apex Logistics,TRK-14533608,2026-09-02,2026-09-05,2026-09-05,Delivered,0
SHP-9072,ORD-6072,UPS Freight,TRK-12705048,2026-08-09,2026-08-12,2026-08-12,Delivered,0
SHP-9073,ORD-6073,Apex Logistics,TRK-91294547,2026-09-05,2026-09-08,2026-09-08,Delivered,0
SHP-9074,ORD-6074,Old Dominion,TRK-98053635,2026-08-21,2026-08-24,2026-08-24,Delivered,0
SHP-9075,ORD-6075,UPS Freight,TRK-48174606,2026-09-01,2026-09-04,2026-09-04,Delivered,0
SHP-9076,ORD-6076,UPS Freight,TRK-60028002,2026-09-05,2026-09-08,2026-09-08,Delivered,0
SHP-9077,ORD-6077,Swift Transport,TRK-24622813,2026-09-05,2026-09-08,2026-09-08,Delivered,0
SHP-9078,ORD-6078,Apex Logistics,TRK-75741381,2026-08-21,2026-08-24,2026-08-24,Delivered,0
SHP-9079,ORD-6079,Swift Transport,TRK-41196194,2026-08-17,2026-08-20,2026-08-20,Delivered,0
SHP-9080,ORD-6080,UPS Freight,TRK-10747830,2026-09-02,2026-09-05,2026-09-05,Delivered,0
SHP-9081,ORD-6081,UPS Freight,TRK-79045775,2026-08-15,2026-08-18,2026-08-18,Delivered,0
SHP-9082,ORD-6082,Apex Logistics,TRK-68733846,2026-08-07,2026-08-10,2026-08-10,Delivered,0
SHP-9083,ORD-6083,Swift Transport,TRK-66122786,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-9084,ORD-6084,Old Dominion,TRK-80126092,2026-08-02,2026-08-05,2026-08-05,Delivered,0
SHP-9085,ORD-6085,Apex Logistics,TRK-92409660,2026-08-25,2026-08-28,2026-08-28,Delivered,0
SHP-9086,ORD-6086,Swift Transport,TRK-73601811,2026-08-25,2026-08-28,2026-08-28,Delivered,0
SHP-9087,ORD-6087,Old Dominion,TRK-35189235,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-9088,ORD-6088,Old Dominion,TRK-95408582,2026-08-08,2026-08-11,2026-08-11,Delivered,0
SHP-9089,ORD-6089,Old Dominion,TRK-44191883,2026-09-11,2026-09-14,,In Transit,1
SHP-9090,ORD-6090,Apex Logistics,TRK-47579022,2026-09-05,2026-09-08,2026-09-08,Delivered,0
SHP-9091,ORD-6091,Swift Transport,TRK-96547634,2026-08-18,2026-08-21,2026-08-21,Delivered,0
SHP-9092,ORD-6092,Apex Logistics,TRK-39050549,2026-08-26,2026-08-29,2026-08-29,Delivered,0
SHP-9093,ORD-6093,FedEx Freight,TRK-78679917,2026-09-10,2026-09-13,,In Transit,0
SHP-9094,ORD-6094,UPS Freight,TRK-73683359,2026-08-30,2026-09-02,2026-09-02,Delivered,0
SHP-9095,ORD-6095,Old Dominion,TRK-29177565,2026-08-21,2026-08-24,2026-08-24,Delivered,0
SHP-9096,ORD-6096,Old Dominion,TRK-33892421,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-9097,ORD-6097,Old Dominion,TRK-34025724,2026-08-25,2026-08-28,2026-08-28,Delivered,0
SHP-9098,ORD-6098,Old Dominion,TRK-44059134,2026-08-02,2026-08-05,2026-08-05,Delivered,0
SHP-9099,ORD-6099,FedEx Freight,TRK-86796822,2026-08-19,2026-08-22,2026-08-22,Delivered,0
SHP-9100,ORD-6100,FedEx Freight,TRK-92264795,2026-08-03,2026-08-06,2026-08-06,Delivered,0
SHP-9101,ORD-6101,FedEx Freight,TRK-69509188,2026-08-13,2026-08-16,2026-08-16,Delivered,0
SHP-9102,ORD-6102,Old Dominion,TRK-32711457,2026-09-05,2026-09-08,2026-09-08,Delivered,0
SHP-9103,ORD-6103,FedEx Freight,TRK-18718099,2026-09-08,2026-09-11,2026-09-11,Delivered,0
SHP-9104,ORD-6104,Apex Logistics,TRK-77842475,2026-09-03,2026-09-06,2026-09-06,Delivered,0
SHP-9105,ORD-6105,Apex Logistics,TRK-25799382,2026-08-13,2026-08-16,2026-08-26,Delayed,10
SHP-9106,ORD-6106,FedEx Freight,TRK-32727871,2026-08-07,2026-08-10,2026-08-10,Delivered,0
SHP-9107,ORD-6107,Apex Logistics,TRK-27815365,2026-08-25,2026-08-28,2026-08-28,Delivered,0
SHP-9108,ORD-6108,Apex Logistics,TRK-35265855,2026-08-05,2026-08-08,2026-08-08,Delivered,0
SHP-9109,ORD-6109,Swift Transport,TRK-70354107,2026-08-20,2026-08-23,2026-08-23,Delivered,0
SHP-9110,ORD-6110,UPS Freight,TRK-96705723,2026-09-11,2026-09-14,,In Transit,1
SHP-9111,ORD-6111,Old Dominion,TRK-39293679,2026-08-20,2026-08-23,2026-08-23,Delivered,0
SHP-9112,ORD-6112,Apex Logistics,TRK-73781582,2026-08-18,2026-08-21,2026-08-21,Delivered,0
SHP-9113,ORD-6113,Old Dominion,TRK-24040914,2026-08-31,2026-09-03,2026-09-03,Delivered,0
SHP-9114,ORD-6114,FedEx Freight,TRK-35113682,2026-08-24,2026-08-27,2026-08-27,Delivered,0
SHP-9115,ORD-6115,UPS Freight,TRK-92760305,2026-08-24,2026-08-27,2026-08-27,Delivered,0
SHP-9116,ORD-6116,UPS Freight,TRK-50288578,2026-09-08,2026-09-11,2026-09-11,Delivered,0
SHP-9117,ORD-6117,Old Dominion,TRK-87509126,2026-08-16,2026-08-19,2026-08-19,Delivered,0
SHP-9118,ORD-6118,Swift Transport,TRK-36637137,2026-09-08,2026-09-11,2026-09-11,Delivered,0
SHP-9119,ORD-6119,UPS Freight,TRK-32191838,2026-08-10,2026-08-13,2026-08-13,Delivered,0
SHP-9120,ORD-6120,Apex Logistics,TRK-37289414,2026-08-11,2026-08-14,2026-08-14,Delivered,0
SHP-9121,ORD-6121,Apex Logistics,TRK-56266443,2026-08-07,2026-08-10,2026-08-10,Delivered,0
SHP-9122,ORD-6122,UPS Freight,TRK-53904207,2026-08-27,2026-08-30,2026-08-30,Delivered,0
SHP-9123,ORD-6123,Apex Logistics,TRK-91674485,2026-08-20,2026-08-23,2026-08-23,Delivered,0
SHP-9124,ORD-6124,FedEx Freight,TRK-96647914,2026-08-17,2026-08-20,2026-08-20,Delivered,0
SHP-9125,ORD-6125,FedEx Freight,TRK-55578549,2026-08-10,2026-08-13,2026-08-13,Delivered,0
SHP-9126,ORD-6126,Apex Logistics,TRK-31950353,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-9127,ORD-6127,Apex Logistics,TRK-87132540,2026-09-04,2026-09-07,2026-09-07,Delivered,0
SHP-9128,ORD-6128,FedEx Freight,TRK-91018658,2026-08-26,2026-08-29,2026-08-29,Delivered,0
SHP-9129,ORD-6129,Apex Logistics,TRK-66917057,2026-08-30,2026-09-02,2026-09-02,Delivered,0
SHP-9130,ORD-6130,Old Dominion,TRK-89208997,2026-08-26,2026-08-29,2026-08-29,Delivered,0
SHP-9131,ORD-6131,Old Dominion,TRK-16720752,2026-08-14,2026-08-17,2026-08-17,Delivered,0
SHP-9132,ORD-6132,UPS Freight,TRK-12351359,2026-08-23,2026-08-26,2026-08-26,Delivered,0
SHP-9133,ORD-6133,Old Dominion,TRK-14914026,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-9134,ORD-6134,Apex Logistics,TRK-94949087,2026-08-27,2026-08-30,2026-08-30,Delivered,0
SHP-9135,ORD-6135,UPS Freight,TRK-15454740,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-9136,ORD-6136,FedEx Freight,TRK-61259494,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-9137,ORD-6137,FedEx Freight,TRK-68174698,2026-08-07,2026-08-10,2026-08-10,Delivered,0
SHP-9138,ORD-6138,Apex Logistics,TRK-68645850,2026-08-18,2026-08-21,2026-08-21,Delivered,0
SHP-9139,ORD-6139,Apex Logistics,TRK-48240309,2026-08-13,2026-08-16,2026-08-16,Delivered,0
SHP-9140,ORD-6140,Apex Logistics,TRK-40175470,2026-08-15,2026-08-18,2026-08-18,Delivered,0
SHP-9141,ORD-6141,Swift Transport,TRK-71826611,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-9142,ORD-6142,Old Dominion,TRK-52901731,2026-08-28,2026-08-31,2026-08-31,Delivered,0
SHP-9143,ORD-6143,UPS Freight,TRK-14330737,2026-08-30,2026-09-02,2026-09-02,Delivered,0
SHP-9144,ORD-6144,Old Dominion,TRK-70599194,2026-09-07,2026-09-10,2026-09-10,Delivered,0
SHP-9145,ORD-6145,Old Dominion,TRK-85818579,2026-08-31,2026-09-03,2026-09-03,Delivered,0
SHP-9146,ORD-6146,Apex Logistics,TRK-60791859,2026-08-28,2026-08-31,2026-08-31,Delivered,0
SHP-9147,ORD-6147,UPS Freight,TRK-83829193,2026-08-09,2026-08-12,2026-08-12,Delivered,0
SHP-9148,ORD-6148,Swift Transport,TRK-81472067,2026-08-15,2026-08-18,2026-08-18,Delivered,0
SHP-9149,ORD-6149,Swift Transport,TRK-54836082,2026-08-16,2026-08-19,2026-08-19,Delivered,0
SHP-9150,ORD-6150,UPS Freight,TRK-66139192,2026-08-31,2026-09-03,2026-09-03,Delivered,0
SHP-9151,ORD-6151,Apex Logistics,TRK-91833362,2026-08-14,2026-08-17,2026-08-17,Delivered,0
SHP-9152,ORD-6152,Apex Logistics,TRK-32341731,2026-09-07,2026-09-10,2026-09-10,Delivered,0
SHP-9153,ORD-6153,Swift Transport,TRK-31659959,2026-09-11,2026-09-14,,In Transit,0
SHP-9154,ORD-6154,Apex Logistics,TRK-49323367,2026-08-25,2026-08-28,2026-08-28,Delivered,0
SHP-9155,ORD-6155,FedEx Freight,TRK-91068419,2026-08-03,2026-08-06,2026-08-06,Delivered,0
SHP-9156,ORD-6156,UPS Freight,TRK-79762014,2026-08-31,2026-09-03,2026-09-03,Delivered,0
SHP-9157,ORD-6157,FedEx Freight,TRK-68857308,2026-08-26,2026-08-29,2026-08-29,Delivered,0
SHP-9158,ORD-6158,FedEx Freight,TRK-23908045,2026-08-05,2026-08-08,2026-08-08,Delivered,0
SHP-9159,ORD-6159,Apex Logistics,TRK-74772268,2026-09-08,2026-09-11,2026-09-11,Delivered,0
SHP-9160,ORD-6160,Old Dominion,TRK-69682874,2026-08-18,2026-08-21,2026-08-21,Delivered,0
SHP-9161,ORD-6161,FedEx Freight,TRK-39665008,2026-08-30,2026-09-02,2026-09-02,Delivered,0
SHP-9162,ORD-6162,UPS Freight,TRK-49578072,2026-08-25,2026-08-28,2026-08-28,Delivered,0
SHP-9163,ORD-6163,Old Dominion,TRK-29912993,2026-08-10,2026-08-13,2026-08-13,Delivered,0
SHP-9164,ORD-6164,Swift Transport,TRK-60246095,2026-08-25,2026-08-28,2026-08-28,Delivered,0
SHP-9165,ORD-6165,UPS Freight,TRK-11910266,2026-09-02,2026-09-05,2026-09-05,Delivered,0
SHP-9166,ORD-6166,Old Dominion,TRK-91690443,2026-08-06,2026-08-09,2026-08-09,Delivered,0
SHP-9167,ORD-6167,FedEx Freight,TRK-63484586,2026-08-24,2026-08-27,2026-08-27,Delivered,0
SHP-9168,ORD-6168,Swift Transport,TRK-82172776,2026-08-08,2026-08-11,2026-08-11,Delivered,0
SHP-9169,ORD-6169,Apex Logistics,TRK-40647266,2026-09-07,2026-09-10,2026-09-10,Delivered,0
SHP-9170,ORD-6170,Swift Transport,TRK-47242273,2026-08-31,2026-09-03,2026-09-03,Delivered,0
SHP-9171,ORD-6171,Apex Logistics,TRK-42741152,2026-08-14,2026-08-17,2026-08-17,Delivered,0
SHP-9172,ORD-6172,FedEx Freight,TRK-36363828,2026-08-31,2026-09-03,2026-09-03,Delivered,0
SHP-9173,ORD-6173,FedEx Freight,TRK-82795512,2026-08-09,2026-08-12,2026-08-12,Delivered,0
SHP-9174,ORD-6174,FedEx Freight,TRK-69410378,2026-09-02,2026-09-05,2026-09-05,Delivered,0
SHP-9175,ORD-6175,Swift Transport,TRK-96607967,2026-09-12,2026-09-15,,In Transit,1
SHP-9176,ORD-6176,Old Dominion,TRK-94009791,2026-08-18,2026-08-21,2026-08-21,Delivered,0
SHP-9177,ORD-6177,UPS Freight,TRK-50888220,2026-08-09,2026-08-12,2026-08-12,Delivered,0
SHP-9178,ORD-6178,Swift Transport,TRK-52951801,2026-09-11,2026-09-14,,In Transit,1
SHP-9179,ORD-6179,Apex Logistics,TRK-86639453,2026-09-04,2026-09-07,2026-09-07,Delivered,0
SHP-9180,ORD-6180,Swift Transport,TRK-98931424,2026-08-11,2026-08-14,2026-08-14,Delivered,0
SHP-9181,ORD-6181,Old Dominion,TRK-57504159,2026-09-01,2026-09-04,2026-09-04,Delivered,0
SHP-9182,ORD-6182,FedEx Freight,TRK-64866566,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-9183,ORD-6183,UPS Freight,TRK-53712718,2026-09-12,2026-09-15,,In Transit,1
SHP-9184,ORD-6184,FedEx Freight,TRK-19989411,2026-09-06,2026-09-09,2026-09-09,Delivered,0
SHP-9185,ORD-6185,Old Dominion,TRK-91430545,2026-08-12,2026-08-15,2026-08-15,Delivered,0
SHP-9186,ORD-6186,UPS Freight,TRK-28023391,2026-08-08,2026-08-11,2026-08-11,Delivered,0
SHP-9187,ORD-6187,Swift Transport,TRK-21811852,2026-08-28,2026-08-31,2026-08-31,Delivered,0
SHP-9188,ORD-6188,FedEx Freight,TRK-52139163,2026-08-17,2026-08-20,2026-08-20,Delivered,0
SHP-9189,ORD-6189,UPS Freight,TRK-58614170,2026-08-25,2026-08-28,2026-08-28,Delivered,0
SHP-9190,ORD-6190,Apex Logistics,TRK-67355386,2026-08-14,2026-08-17,2026-08-28,Delayed,11
SHP-9191,ORD-6191,FedEx Freight,TRK-85928927,2026-08-05,2026-08-08,2026-08-08,Delivered,0
SHP-9192,ORD-6192,FedEx Freight,TRK-84932501,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-9193,ORD-6193,Swift Transport,TRK-97264876,2026-08-09,2026-08-12,2026-08-12,Delivered,0
SHP-9194,ORD-6194,Swift Transport,TRK-55608488,2026-08-29,2026-09-01,2026-09-01,Delivered,0
SHP-9195,ORD-6195,Old Dominion,TRK-10852813,2026-09-04,2026-09-07,2026-09-07,Delivered,0
SHP-9196,ORD-6196,UPS Freight,TRK-30199086,2026-08-26,2026-08-29,2026-08-29,Delivered,0
SHP-9197,ORD-6197,Swift Transport,TRK-30482267,2026-08-16,2026-08-19,2026-08-19,Delivered,0
SHP-9198,ORD-6198,Apex Logistics,TRK-82487807,2026-08-11,2026-08-14,2026-08-14,Delivered,0
SHP-9199,ORD-6199,Old Dominion,TRK-41269891,2026-08-22,2026-08-25,2026-08-25,Delivered,0
SHP-9200,ORD-6200,FedEx Freight,TRK-60346941,2026-08-15,2026-08-18,2026-08-18,Delivered,0
